,0
744,"['Argentina:13', 'Australia:M', 'Austria:8', 'Brazil:14', 'Brazil:12', 'Canada:14A', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:14A::(Ontario)', 'Canada:G::(Quebec)', 'Canada:PG::(Saskatchewan)', 'Chile:TE', 'Colombia:T', 'Denmark:7', 'Finland:K-12', 'France:13::(self-applied)', 'Germany:0', 'Hong Kong:IIA', 'Hungary:12', 'India:UA', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Philippines:PG-13', 'Poland:15', 'Portugal:M/12', 'Singapore:NC16', 'South Africa:13', 'South Korea:15', 'Spain:7', 'Sweden:Btl', 'Switzerland:12', 'Taiwan:R-12', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12']"
745,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Canadian Home Video rating)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:T', 'Finland:K-12', 'France:Tous publics::(avec avertissement)', 'Germany:12', 'Hungary:16', 'India:A', 'Ireland:15A', 'Italy:T', 'Japan:G', 'Malta:15', 'Mexico:B', 'Netherlands:12', 'Norway:12', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:13', 'South Africa:16::(DVD rating)', 'South Korea:15', 'Spain:12', 'Sweden:15', 'Switzerland:12', 'United Kingdom:15', 'United States:PG-13::(on appeal)']"
746,"['Australia:PG', 'Austria:8', 'Belgium:KT/EA', 'Brazil:Livre', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:6', 'Indonesia:SU', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Luxembourg:6', 'Malaysia:P13', 'Malta:PG', 'Mexico:A', 'Netherlands:9', 'New Zealand:PG', 'Nigeria:12A', 'Norway:9', 'Peru:Apt', 'Philippines:PG-13', 'Puerto Rico:PG', 'Singapore:PG', 'South Africa:13', 'South Africa:10-12::(DVD rating)', 'South Korea:All', 'Spain:7::(ICAA)', 'Sweden:11', 'Taiwan:PG-12', 'Thailand:G', 'United Kingdom:PG', 'United States:PG', 'Ukraine:ZA']"
747,"['Argentina:13', 'Australia:M', 'Belgium:KT/EA', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Czech Republic:12', 'Denmark:15', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Iceland:12', 'Indonesia:13+', 'Italy:Unrated', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Netherlands:12', 'New Zealand:M', 'Norway:12', 'Peru:14', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG13', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Taiwan:R-12', 'Thailand:13', 'United Kingdom:12A', 'United Kingdom:12::(DVD rating)', 'United States:PG-13', 'Vietnam:C13']"
748,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Belgium:KT/EA', 'Brazil:14', 'Bulgaria:D', 'Canada:PG::(Alberta/British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:12', 'Czech Republic:15', 'Denmark:15', 'Ecuador:12', 'Finland:K-16', 'France:12', 'Germany:16', 'Greece:K-15', 'Hong Kong:IIA', 'Hungary:16', 'Iceland:16', 'India:UA', 'Indonesia:13+', 'Ireland:15A', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:18', 'Maldives:18+', 'Malta:15', 'Mexico:B', 'Netherlands:16', 'New Zealand:M', 'Nigeria:15', 'Norway:15', 'Peru:14', 'Philippines:R-13', 'Poland:15', 'Portugal:M/14', 'Puerto Rico:PG-13', 'Russia:16+', 'Singapore:PG13', 'Slovakia:12', 'South Africa:16', 'South Korea:15', 'Spain:12', 'Sweden:15', 'Switzerland:14', 'Taiwan:R-15', 'Thailand:15', 'Turkey:15+', 'United Kingdom:15', 'United States:PG-13', 'Vietnam:C16']"
749,"['Australia:MA15+', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:14A::(Ontario)', 'Canada:G::(Quebec)', 'Canada:14A::(Saskatchewan)', 'France:Tous publics', 'India:UA', 'Indonesia:17+', 'Ireland:15A', 'Malaysia:18', 'New Zealand:R16', 'Nigeria:18', 'Norway:15::(cinema rating)', 'Singapore:NC16', 'Singapore:PG13', 'South Africa:16', 'South Korea:15', 'Sweden:15::(self-applied)', 'United Kingdom:12A', 'United States:Not Rated']"
750,"['Argentina:13::(with warning)', 'Australia:MA15+', 'Austria:14', 'Brazil:16', 'Canada:14A::(Alberta/British Columbia/Manitoba)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:12', 'Czech Republic:15', 'Denmark:15', 'Ecuador:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:16', 'India:A', 'Indonesia:17+', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Israel:16', 'Italy:VM14', 'Japan:R15+', 'Lithuania:N-16', 'Luxembourg:16', 'Malaysia:18', 'Maldives:18+R', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Nigeria:18', 'Norway:15::(cinema rating)', 'Peru:14', 'Philippines:R-16', 'Poland:15', 'Portugal:M/16', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:16', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-15', 'Thailand:18', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Vietnam:C18']"
751,"['Argentina:13', 'Australia:M', 'Austria:6', 'Belgium:KT/EA', 'Brazil:12', 'Canada:PG::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:G::(Quebec)', 'Chile:14', 'Colombia:T', 'Finland:K-7::(DVD rating)', 'France:Tous publics', 'Germany:0', 'India:A', 'Ireland:15A', 'Ireland:15::(DVD)', 'Italy:T', 'Lithuania:N-13', 'Luxembourg:6', 'Mexico:B', 'Netherlands:AL', 'New Zealand:M', 'Norway:A', 'Philippines:PG-13', 'Portugal:M/14', 'Singapore:NC16', 'South Africa:13', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:Btl', 'Switzerland:12', 'Taiwan:R-12', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12']"
752,"['Australia:M', 'Austria:6', 'France:Tous publics', 'Germany:0', 'Italy:T', 'Japan:G', 'Netherlands:9', 'New Zealand:M', 'Portugal:M/12', 'Singapore:PG13', 'Spain:7::(ICAA)', 'Switzerland:8', 'Taiwan:GP', 'United Kingdom:15::(VOD)']"
753,"['Australia:MA15+', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'France:Tous publics', 'Germany:16', 'Hong Kong:IIB', 'Japan:PG12', 'Netherlands:16', 'New Zealand:R16', 'Singapore:NC16', 'South Korea:15', 'Spain:16::(ICAA)', 'Taiwan:R-12', 'Turkey:15+', 'United Kingdom:15', 'United States:Not Rated', 'Vietnam:C18']"
754,"['Argentina:13', 'Australia:M', 'Brazil:14', 'Canada:14A::(Alberta/British Columbia/Ontario)', 'Germany:Not Rated', 'Hong Kong:IIB', 'India:UA', 'Indonesia:13+', 'Italy:T', 'Japan:G', 'New Zealand:M', 'Singapore:PG13', 'South Korea:15', 'Spain:16::(ICAA)', 'Taiwan:R-12', 'United Kingdom:15', 'United States:Not Rated']"
755,"['Australia:MA15+', 'Canada:18A::(Alberta/British Columbia/Ontario)', 'Canada:16+::(Quebec)', 'Germany:18', 'Hong Kong:III', 'Malaysia:18', 'New Zealand:R18', 'Nigeria:18', 'Singapore:M18', 'South Korea:18', 'United Kingdom:18', 'United States:TV-MA::(Netflix)', 'Vietnam:(Banned)']"
756,"['Australia:M', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'New Zealand:M', 'Singapore:PG13', 'South Korea:12']"
757,"['Argentina:Atp', 'Australia:PG', 'Belgium:KT/EA', 'Brazil:10', 'Canada:PG::(Alberta/Manitoba/Ontario)', 'Canada:G::(British Columbia/Quebec)', 'Chile:TE', 'Colombia:T', 'Denmark:A', 'Finland:S', 'France:Tous publics', 'Germany:0', 'Hong Kong:IIA', 'Hungary:12', 'India:UA', 'Indonesia:17+', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:6', 'Malaysia:P13', 'Mexico:A', 'Netherlands:AL', 'New Zealand:PG', 'Nigeria:12A', 'Norway:A::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG', 'South Africa:10-12', 'South Korea:12', 'Spain:A', 'Sweden:Btl', 'Switzerland:8', 'Taiwan:PG-12', 'Turkey:7+', 'United Kingdom:PG', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
758,"['Australia:MA15+', 'Denmark:15', 'France:Tous publics', 'Germany:12', 'Hungary:16', 'Japan:G', 'Norway:15::(cinema rating)', 'South Korea:15', 'Spain:16::(ICAA)', 'Sweden:15::(DVD and Blu-ray rating)', 'Taiwan:R-15', 'United States:Not Rated']"
759,"['Argentina:Atp::(with warning)', 'Australia:PG', 'Austria:8', 'Belgium:KT/EA', 'Brazil:Livre', 'Canada:PG::(British Columbia)', 'Chile:TE', 'Colombia:T', 'Denmark:7', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Hong Kong:IIA', 'India:UA', 'Indonesia:13+', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:N-7', 'Luxembourg:6', 'Malaysia:P13', 'Mexico:A', 'Netherlands:6', 'New Zealand:PG', 'Nigeria:12', 'Norway:7', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Africa:10-12', 'South Korea:All', 'Spain:A::(ICAA)', 'Sweden:7', 'Switzerland:6', 'Taiwan:GP', 'Turkey:7+', 'United Kingdom:PG', 'United States:PG', 'Ukraine:12', 'Vietnam:C13']"
760,"['Australia:M', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'Germany:12', 'Germany:16', 'Indonesia:17+', 'Japan:G', 'New Zealand:M', 'Philippines:PG-13', 'South Africa:13', 'South Korea:12', 'Spain:12', 'Turkey:15+', 'United Kingdom:15', 'United States:PG-13']"
761,"['Argentina:13', 'Australia:M', 'Austria:10', 'Belgium:KT/EA', 'Brazil:12', 'Bulgaria:C', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:14A::(Ontario)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:7', 'Czech Republic:12', 'Denmark:7', 'Ecuador:12', 'Finland:K-12', 'France:Tous publics', 'Germany:6', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Ireland:12::(Blu-ray rating)', 'Ireland:12::(DVD rating)', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Luxembourg:6', 'Malaysia:P13', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Nigeria:15', 'Norway:9', 'Peru:14', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'Singapore:NC16::(Blu-ray)', 'Slovakia:12', 'South Africa:13', 'South Korea:12', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:13', 'Turkey:7+', 'United Kingdom:12A', 'United Kingdom:12::(Blu-ray rating)', 'United Kingdom:12::(DVD rating)', 'United Kingdom:12::(video rating)', 'United States:PG-13', 'Ukraine:12']"
762,"['Argentina:13', 'Australia:MA15+', 'Austria:14', 'Belgium:KT/EA', 'Brazil:14', 'Canada:14A::(Alberta/Manitoba)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Ontario)', 'Canada:13+::(Quebec)', 'Colombia:12', 'Denmark:15', 'Ecuador:15::(Quito)', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Iceland:Unrated', 'India:Unrated', 'Iran:(Banned)', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Malta:15', 'Mexico:B', 'Netherlands:12', 'New Zealand:R15', 'Norway:12::(DVD and Blu-ray rating)', 'Russia:18+', 'Singapore:R21', 'South Africa:16', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-18', 'United Kingdom:15', 'United States:R']"
763,"['Argentina:16', 'Australia:M', 'Austria:12', 'Belgium:KT/EA', 'Brazil:16', 'Canada:14A', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:15', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Indonesia:17+', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Lithuania:N-13', 'Luxembourg:12', 'Malaysia:18', 'Mexico:B15', 'Netherlands:12', 'New Zealand:M', 'Nigeria:18', 'Norway:12', 'Philippines:R-16', 'Portugal:M/14', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-12', 'Thailand:15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
764,0
765,"['Brazil:14', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Mexico:B', 'Nigeria:15', 'Puerto Rico:PG-13', 'Singapore:PG13', 'South Africa:16', 'South Korea:15', 'United Kingdom:12', 'United States:PG-13']"
766,"['Australia:PG', 'Brazil:10', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:G::(British Columbia)', 'Canada:G::(Manitoba)', 'Canada:G::(Quebec)', 'Colombia:12', 'Finland:K-12', 'France:Tous Public', 'Germany:12', 'Ireland:12A', 'Italy:T', 'Malaysia:P13', 'Malta:12A', 'Mexico:A', 'Netherlands:9', 'New Zealand:PG', 'Nigeria:G', 'Peru:14', 'Philippines:PG-13', 'Portugal:M/12', 'Puerto Rico:PG', 'Singapore:PG', 'South Africa:PG', 'South Korea:All', 'Taiwan:R-12', 'United Kingdom:12A', 'United States:PG']"
767,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Belgium:KT/EA', 'Brazil:16', 'Bulgaria:D', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:14A::(Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'China:(Banned)', 'Colombia:15', 'Czech Republic:15', 'Denmark:15', 'Ecuador:15', 'Ecuador:12::(Guayaquil)', 'Ecuador:15::(Quito)', 'Finland:K-16', 'France:12', 'Germany:16', 'Greece:A-18', 'Hong Kong:IIB', 'Hungary:18', 'Iceland:16', 'India:A', 'Indonesia:17+', 'Ireland:18', 'Israel:16', 'Italy:T', 'Japan:PG12', 'Lithuania:N-16', 'Luxembourg:16', 'Malaysia:18', 'Malta:18', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Nigeria:18', 'Norway:15', 'Peru:14', 'Philippines:R-16', 'Poland:15', 'Portugal:M/16', 'Russia:18+', 'Singapore:M18', 'South Africa:18', 'South Korea:18', 'Spain:16::(ICAA)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-12', 'Thailand:18', 'Turkey:18+', 'United Kingdom:18', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
768,"['Australia:MA15+', 'Canada:18A::(Alberta)', 'Canada:14A::(British Columbia)', 'Germany:18', 'Hong Kong:IIB', 'Japan:R15+', 'New Zealand:R16', 'Norway:16::(Netflix self-rating)', 'Singapore:NC16', 'South Korea:15', 'United Kingdom:15', 'United States:Not Rated']"
769,"['France:Tous publics', 'Portugal:M/6', 'South Korea:12', 'Switzerland:6', 'Ukraine:12', 'Vietnam:C13']"
770,"['Australia:MA15+', 'Brazil:16', 'Canada:PG::(Alberta)', 'Canada:14A::(British Columbia/Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Denmark:15::(DVD and Blu-ray rating)', 'Finland:K-16::(DVD and Blu-ray rating)', 'France:12', 'Germany:16', 'India:Not Rated', 'Ireland:15A', 'Italy:T', 'Netherlands:16', 'Nigeria:15', 'Norway:15::(DVD and Blu-ray rating)', 'Singapore:PG13', 'South Africa:16', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:15::(DVD and Blu-ray rating)', 'United Kingdom:15', 'United States:PG-13']"
771,"['Argentina:13::(DVD rating)', 'Australia:MA15+', 'Austria:16', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Denmark:15', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'India:Not Rated', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Ireland:16', 'Italy:T', 'Malaysia:18', 'Netherlands:16', 'New Zealand:R16', 'Norway:15', 'Philippines:R-13', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:16::(ICAA)', 'United Kingdom:15', 'United States:R']"
772,"['Argentina:13::(with warning)', 'Australia:M', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:14A::(Ontario)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Hong Kong:IIB', 'Indonesia:13+', 'Japan:G', 'Malaysia:P13', 'Mexico:B', 'New Zealand:M', 'Philippines:PG-13', 'Singapore:PG13', 'South Korea:12', 'Spain:12::(ICAA)', 'Taiwan:R-12', 'United Kingdom:15', 'United States:Not Rated', 'Vietnam:C16']"
773,"['Argentina:16', 'Australia:M', 'Brazil:14', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:G::(Quebec)', 'Canada:14+::(tv rating)', 'France:10', 'Germany:16', 'Ireland:12A', 'Mexico:B', 'Norway:12::(recommended rating)', 'Singapore:PG', 'Singapore:PG13::(VOD)', 'United Kingdom:12A', 'United States:PG-13']"
774,"['Australia:MA15+', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:13+::(Quebec)', 'Hong Kong:IIB', 'Japan:PG12', 'Malaysia:18', 'New Zealand:R16', 'Singapore:PG13', 'South Korea:15', 'Taiwan:R-12', 'United Kingdom:15', 'Vietnam:C18']"
775,"['Hong Kong:IIB', 'New Zealand:E13', 'Singapore:PG13', 'South Korea:15']"
776,"['Argentina:13', 'Austria:10', 'Brazil:12', 'Colombia:T', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Italy:T', 'Mexico:A', 'Netherlands:9', 'Norway:7', 'Portugal:M/12', 'Singapore:PG13', 'Spain:12', 'Sweden:7', 'Switzerland:6', 'United Kingdom:12A']"
777,"['Brazil:14', 'Canada:14A', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:13+::(Quebec)', 'Denmark:15::(DVD rating)', 'Finland:K-16::(DVD rating)', 'France:Tous publics::(avec avertissement)', 'Ireland:15', 'Japan:G', 'Mexico:B15', 'Netherlands:12', 'Norway:15::(DVD rating)', 'Portugal:M/14', 'South Africa:16', 'South Korea:15', 'Sweden:15', 'Taiwan:R-12', 'United Kingdom:15', 'United States:R']"
778,"['Australia:MA15+', 'Austria:8', 'Canada:PG::(British Columbia)', 'Germany:6', 'Ireland:15A', 'Mexico:A', 'Netherlands:9', 'Singapore:PG13', 'South Korea:15', 'United Kingdom:15', 'United States:Not Rated']"
779,"['Austria:6', 'Belgium:KT/EA', 'Denmark:A', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hong Kong:I', 'Indonesia:SU', 'Ireland:G', 'Luxembourg:A', 'Netherlands:6', 'Norway:A::(DVD rating)', 'Norway:7::(cinema rating)', 'Singapore:G', 'South Korea:All', 'Sweden:Btl', 'Switzerland:6', 'United Kingdom:U', 'Ukraine:ZA']"
780,"['Australia:M', 'Canada:PG::(Ontario)', 'France:Tous Public', 'India:UA', 'Malaysia:18', 'Singapore:PG', 'United Kingdom:12A']"
781,"['Brazil:12', 'Canada:PG::(British Columbia/Alberta)', 'Canada:PG::(Ontario)', 'Germany:0', 'Hong Kong:IIA', 'India:UA', 'Ireland:12A', 'Japan:G', 'Mexico:B', 'Philippines:G', 'Portugal:M/6', 'Singapore:PG13', 'South Korea:12', 'Taiwan:R-12', 'United Kingdom:12A', 'United States:TV-PG::(DL)', 'United States:PG-13']"
782,"['Argentina:13::(with warning)', 'Australia:MA15+', 'Austria:12', 'Belgium:KT/EA', 'Brazil:14', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Chile:TE+7', 'Colombia:T', 'Denmark:15', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:G', 'Mexico:B15', 'Netherlands:12', 'New Zealand:RP13', 'Nigeria:18', 'Norway:12::(cinema rating)', 'Peru:14', 'Philippines:R-13', 'Portugal:M/14', 'Russia:18+', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Turkey:13+', 'United Kingdom:15', 'United States:R']"
783,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:12', 'Denmark:15::(DVD rating)', 'Finland:K-12::(DVD rating)', 'France:Tous publics', 'Germany:12', 'Italy:T', 'Japan:G', 'Mexico:B', 'Netherlands:16', 'New Zealand:M', 'Norway:12', 'Philippines:PG-13', 'Singapore:PG', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:11::(DVD rating)', 'United Kingdom:12', 'United States:PG-13']"
784,"['Argentina:13', 'Australia:M', 'Australia:PG', 'Austria:10', 'Belgium:KT/EA', 'Brazil:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Canada:PG::(Saskatchewan)', 'Chile:TE+7', 'Colombia:T', 'Denmark:11', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:10', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Luxembourg:6', 'Malaysia:P13', 'Malta:12A', 'Mexico:B', 'Netherlands:9', 'New Zealand:M', 'Nigeria:12A', 'Norway:9::(cinema rating)', 'Peru:Apt', 'Philippines:PG-13', 'Portugal:M/12', 'Puerto Rico:PG-13', 'Serbia:12', 'Singapore:NC16', 'South Africa:13', 'South Korea:12', 'Spain:7', 'Sweden:7', 'Switzerland:10', 'Taiwan:PG-12', 'Thailand:13', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C13']"
785,"['Argentina:Atp', 'Australia:PG', 'Austria:6', 'Brazil:Livre', 'Canada:PG::(Alberta/British Columbia)', 'Canada:G::(Manitoba/Quebec)', 'Chile:TE', 'Colombia:T', 'Denmark:7::(DVD rating)', 'Finland:K-7::(DVD rating)', 'France:Tous publics', 'Germany:0', 'Indonesia:SU', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Malaysia:U', 'Malta:PG', 'Mexico:AA', 'Netherlands:6', 'New Zealand:PG', 'Nigeria:G', 'Norway:6::(DVD rating)', 'Philippines:PG-13', 'Portugal:M/6', 'Russia:6+', 'Singapore:PG', 'South Africa:PG::(V)', 'South Korea:All', 'Spain:A::(DVD/Blu-ray rating)', 'Spain:A/i::(ICAA)', 'Sweden:7::(DVD rating)', 'Thailand:G', 'Turkey:7+', 'United Kingdom:PG', 'United States:PG']"
786,"['Australia:M', 'Canada:PG::(British Columbia)', 'Germany:12', 'Ireland:15A', 'New Zealand:M', 'Philippines:PG-13', 'Singapore:PG13', 'United Kingdom:15']"
787,"['Australia:M', 'Austria:12', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:G::(Quebec)', 'Finland:K-12', 'Ireland:15A', 'New Zealand:M', 'Singapore:NC16', 'South Korea:12', 'United Kingdom:15', 'Ukraine:12']"
788,"['India:U::(CBFC)', 'Singapore:PG', 'United Kingdom:PG']"
789,"['Australia:M', 'Brazil:12', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:G::(Quebec)', 'Hong Kong:IIA', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(Netflix self-rating)', 'Singapore:PG13', 'South Korea:12', 'Spain:13', 'Turkey:13+::(Netflix)', 'United Kingdom:15', 'United States:TV-MA::(Netflix)']"
790,"['Argentina:Atp::(with warning)', 'Australia:PG', 'Austria:6', 'Brazil:10', 'Brazil:Livre', 'Canada:PG::(Alberta/British Columbia/Manitoba)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:T', 'Czech Republic:U', 'Denmark:7::(DVD rating)', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hong Kong:I', 'Hungary:6', 'India:U', 'Indonesia:SU', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:V', 'Malaysia:P13', 'Malta:PG', 'Mexico:A', 'Netherlands:AL', 'New Zealand:PG', 'Norway:9', 'Peru:Apt', 'Philippines:G', 'Portugal:M/6', 'Puerto Rico:PG', 'Russia:6+', 'Singapore:PG13', 'South Africa:PG', 'South Korea:All', 'Spain:A/i::(ICAA)', 'Sweden:7::(DVD rating)', 'Switzerland:6', 'Taiwan:GP', 'Thailand:G', 'United Kingdom:PG', 'United States:PG', 'Vietnam:P']"
791,"['Australia:M', 'Austria:12', 'Canada:14A::(Alberta/British Columbia/Manitoba/Saskatchewan)', 'Canada:13+::(Quebec)', 'Finland:K-12', 'Germany:12', 'Iceland:12', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Israel:16', 'Malaysia:(Banned)', 'Malta:15', 'Netherlands:12', 'New Zealand:R16', 'Nigeria:18', 'Peru:14', 'Singapore:M18', 'South Africa:16', 'South Korea:18', 'Spain:12', 'United Kingdom:15', 'United States:R']"
